Date,Spy_Price
7/6/17,"2,409.80"
7/5/17,"2,432.50"
7/3/17,"2,429.00"
6/30/17,"2,423.40"
6/29/17,"2,419.70"
6/28/17,"2,440.70"
6/27/17,"2,419.40"
6/26/17,"2,439.10"
6/23/17,"2,438.30"
6/22/17,"2,434.50"
6/21/17,"2,435.60"
6/20/17,"2,437.00"
6/19/17,"2,453.50"
6/16/17,"2,433.20"
6/15/17,"2,432.50"
6/14/17,"2,437.90"
6/13/17,"2,440.30"
6/12/17,"2,429.40"
6/9/17,"2,431.80"
6/8/17,"2,433.80"
6/7/17,"2,433.10"
6/6/17,"2,429.30"
6/5/17,"2,436.10"
6/2/17,"2,439.10"
6/1/17,"2,430.10"
5/31/17,"2,411.80"
5/30/17,"2,412.90"
5/26/17,"2,415.80"
5/25/17,"2,415.10"
5/24/17,"2,404.40"
5/23/17,"2,398.40"
5/22/17,"2,394.00"
5/19/17,"2,381.70"
5/18/17,"2,365.70"
5/17/17,"2,357.00"
5/16/17,"2,400.70"
5/15/17,"2,402.30"
5/12/17,"2,390.90"
5/11/17,"2,394.40"
5/10/17,"2,399.60"
5/9/17,"2,396.90"
5/8/17,"2,399.40"
5/5/17,"2,399.30"
5/4/17,"2,389.50"
5/3/17,"2,388.10"
5/2/17,"2,391.20"
5/1/17,"2,388.30"
4/28/17,"2,384.20"
4/27/17,"2,388.80"
4/26/17,"2,387.40"
4/25/17,"2,388.60"
4/24/17,"2,374.20"
4/21/17,"2,348.70"
4/20/17,"2,355.80"
4/19/17,"2,338.20"
4/18/17,"2,342.20"
4/17/17,"2,349.00"
4/13/17,"2,328.90"
4/12/17,"2,344.90"
4/11/17,"2,353.80"
4/10/17,"2,357.20"
4/7/17,"2,355.50"
4/6/17,"2,357.50"
4/5/17,"2,352.90"
4/4/17,"2,360.20"
4/3/17,"2,358.80"
3/31/17,"2,362.70"
3/30/17,"2,368.10"
3/29/17,"2,361.10"
3/28/17,"2,358.60"
3/27/17,"2,341.60"
3/24/17,"2,344.00"
3/23/17,"2,346.00"
3/22/17,"2,348.40"
3/21/17,"2,344.00"
3/20/17,"2,373.50"
3/17/17,"2,378.20"
3/16/17,"2,381.40"
3/15/17,"2,385.30"
3/14/17,"2,365.40"
3/13/17,"2,373.50"
3/10/17,"2,372.60"
3/9/17,"2,364.90"
3/8/17,"2,363.00"
3/7/17,"2,368.40"
3/6/17,"2,375.30"
3/3/17,"2,383.10"
3/2/17,"2,381.90"
3/1/17,"2,396.00"
2/28/17,"2,363.60"
2/27/17,"2,369.80"
2/24/17,"2,367.30"
2/23/17,"2,363.80"
2/22/17,"2,362.80"
2/21/17,"2,365.40"
2/17/17,"2,351.20"
2/16/17,"2,347.20"
2/15/17,"2,349.20"
2/14/17,"2,337.60"
2/13/17,"2,328.20"
2/10/17,"2,316.10"
2/9/17,"2,307.90"
2/8/17,"2,294.70"
2/7/17,"2,293.10"
2/6/17,"2,292.60"
2/3/17,"2,297.40"
2/2/17,"2,280.80"
2/1/17,"2,279.60"
1/31/17,"2,278.90"
1/30/17,"2,280.90"
1/27/17,"2,294.70"
1/26/17,"2,296.70"
1/25/17,"2,298.40"
1/24/17,"2,280.10"
1/23/17,"2,265.20"
1/20/17,"2,271.30"
1/19/17,"2,263.70"
1/18/17,"2,271.90"
1/17/17,"2,267.90"
1/13/17,"2,274.60"
1/12/17,"2,270.40"
1/11/17,"2,275.30"
1/10/17,"2,268.90"
1/9/17,"2,268.90"
1/6/17,"2,277.00"
1/5/17,"2,269.00"
1/4/17,"2,270.80"
1/3/17,"2,257.80"
